food_item,calories_(kcal),protein_(g),carbohydrates_(g),fat_(g)
Water,495,38.7,13.5,44.3
Paneer,522,37.2,9.1,4.3
Yogurt,95,49.7,21.3,44.9
Cookies,581,1.8,67.2,28.2
Cookies,424,21.2,92.7,48.6
Milk,400,27.0,37.9,14.4
Pasta,103,5.1,94.6,18.8
Potato,353,46.6,56.2,18.1
Paneer,158,12.5,85.5,36.8
Milk,365,4.4,26.4,28.4
Orange Juice,412,18.5,8.5,29.6
Nuts,582,39.9,76.9,39.9
Apple,437,47.8,33.4,18.8
Tomato,201,40.5,88.2,44.4
Paneer,599,41.5,14.0,33.3
Nuts,379,27.3,73.8,3.7
Beef Steak,237,29.6,16.1,22.0
Pork Chop,302,21.9,12.1,9.5
Grapes,84,4.5,23.7,20.8
Grapes,129,28.8,44.8,6.2
Pasta,239,4.4,51.0,31.0
Rice,455,15.9,42.0,9.8
Bread,187,1.8,24.8,18.7
Water,511,27.7,45.4,15.8
Grapes,417,23.0,19.1,12.2
Green Tea,139,3.6,53.7,49.0
Oats,127,7.7,37.4,1.5
Chocolate,569,13.7,85.6,26.8
Tomato,81,42.3,58.9,15.2
Broccoli,518,25.4,17.5,27.6
Apple,562,25.8,65.2,26.1
Cheese,53,11.7,59.1,31.4
Nuts,356,25.0,87.3,47.4
Butter,541,48.4,31.0,9.2
Popcorn,59,2.8,15.0,14.6
Water,413,8.0,30.4,45.0
Pasta,287,24.8,47.1,36.0
Cookies,429,48.4,27.4,3.6
Chips,324,16.5,53.0,12.0
Butter,329,14.0,78.9,46.1
Water,342,16.7,56.9,21.7
Water,126,35.1,27.8,13.5
Beef Steak,173,31.4,64.1,40.9
Chips,450,41.8,73.4,35.8
Pork Chop,232,24.6,33.3,48.2
Milkshake,314,13.1,87.7,3.5
Orange Juice,375,2.4,96.5,24.3
Beef Steak,246,22.2,92.9,32.3
Rice,397,10.3,61.3,25.3
Eggs,478,21.7,83.2,13.3
Coffee,576,18.3,67.1,29.9
Chips,556,42.6,42.9,32.7
Chicken Breast,538,13.5,78.0,7.3
Banana,186,49.3,51.1,2.4
Banana,172,10.5,39.4,26.4
Quinoa,384,5.3,94.8,10.0
Popcorn,527,45.5,28.7,16.0
Salmon,451,15.0,55.0,24.6
Oats,376,37.9,75.2,16.7
Cookies,561,29.2,52.1,36.7
Rice,327,39.2,57.3,22.1
Water,244,29.0,12.7,36.6
Banana,178,8.9,90.0,39.1
Milkshake,77,19.3,43.7,20.8
Rice,595,4.0,58.7,42.3
Beef Steak,541,32.2,40.8,6.2
Coffee,564,49.3,93.8,20.5
Carrot,441,6.1,21.0,46.9
Orange,311,30.2,31.7,17.2
Beef Steak,348,30.7,52.3,10.7
Nuts,572,28.1,67.1,36.7
Beef Steak,226,45.3,44.2,19.0
Chocolate,574,22.2,81.6,41.9
Carrot,207,38.6,7.1,49.8
Beef Steak,206,41.8,97.3,46.5
Pork Chop,225,49.6,32.1,15.3
Yogurt,137,20.6,10.3,38.5
Salmon,420,36.1,89.2,18.8
Milkshake,379,38.3,68.3,19.1
Water,213,34.3,23.3,37.7
Strawberry,514,26.5,19.3,44.3
Nuts,325,3.7,58.0,21.1
Oats,363,14.2,26.7,23.6
Orange,473,12.5,69.5,6.5
Pasta,430,49.9,71.4,5.2
Coffee,98,35.3,45.7,36.8
Cheese,200,2.9,55.8,12.3
Popcorn,92,4.2,65.2,18.7
Spinach,183,28.6,6.6,18.9
Apple,573,45.9,77.0,8.9
Tomato,366,29.1,30.3,3.8
Bread,51,44.2,41.8,44.0
Orange Juice,295,35.1,79.5,4.0
Chips,272,17.5,88.2,26.5
Water,347,31.9,40.4,24.8
Tomato,241,41.6,19.0,26.6
Milk,486,21.7,36.5,5.5
Quinoa,466,26.9,44.7,30.2
Orange,370,27.2,75.6,6.8
Chocolate,311,48.3,22.2,5.1
Beef Steak,415,25.9,28.9,40.5
Tomato,283,11.0,88.8,16.3
Popcorn,563,43.4,76.3,35.3
Orange,503,4.6,66.6,43.9
Chips,488,28.3,43.1,25.1
Chocolate,477,35.9,70.4,27.9
Strawberry,397,25.1,52.8,25.1
Salmon,539,37.1,89.3,47.9
Quinoa,119,3.6,99.2,37.4
Milkshake,73,14.2,29.9,12.8
Spinach,339,28.5,16.6,18.0
Apple,296,21.8,79.7,45.4
Strawberry,105,20.6,8.0,47.4
Green Tea,468,29.4,68.3,46.0
Chocolate,281,12.9,86.7,36.9
Popcorn,144,24.5,71.7,3.8
Tomato,113,23.8,61.0,44.3
Oats,85,18.1,77.3,21.0
Chocolate,186,33.9,50.5,26.0
Quinoa,419,1.8,96.4,4.5
Chicken Breast,186,25.4,57.3,14.9
Orange Juice,193,33.8,41.3,14.8
Rice,207,7.9,63.9,33.0
Green Tea,255,18.9,79.7,11.6
Pork Chop,183,4.3,47.9,40.8
Banana,513,24.6,83.6,3.3
Potato,527,49.8,70.3,32.9
Popcorn,67,1.6,31.1,11.9
Orange,189,20.6,16.7,21.9
Rice,585,34.4,43.8,9.5
Green Tea,285,38.3,79.8,46.0
Paneer,461,36.3,38.7,12.6
Orange,519,46.6,5.4,40.2
Oats,593,13.1,24.8,40.1
Milk,237,38.9,36.1,39.0
Eggs,189,33.8,41.9,26.3
Coffee,541,14.6,62.2,47.6
Apple,301,36.9,18.2,18.0
Rice,60,8.8,69.8,32.5
Chicken Breast,518,18.6,18.4,6.6
Eggs,426,39.6,23.3,13.5
Spinach,323,36.7,58.4,37.6
Milk,460,4.8,62.4,1.2
Banana,558,6.0,8.4,32.9
Milkshake,260,34.7,81.6,5.7
Tomato,74,10.2,94.3,8.1
Yogurt,545,32.8,97.5,49.1
Cheese,103,1.4,43.5,3.7
Paneer,256,35.8,59.9,23.8
Grapes,183,33.2,25.7,34.9
Butter,230,2.4,97.0,30.9
Carrot,169,34.3,94.1,42.5
Orange,73,42.8,94.2,10.9
Carrot,336,11.6,26.4,48.0
Paneer,221,41.5,67.8,13.5
Paneer,347,21.1,14.2,40.7
Milk,175,34.4,10.2,31.5
Butter,386,25.2,10.0,25.1
Orange,373,10.4,37.4,3.3
Rice,160,49.2,56.9,31.8
Water,333,35.5,59.3,5.8
Nuts,337,21.5,86.4,35.6
Carrot,392,30.2,66.4,32.0
Carrot,330,6.7,26.9,31.5
Cheese,469,45.0,91.5,6.0
Yogurt,566,36.4,45.7,5.5
Orange,139,19.6,40.1,5.5
Pasta,151,11.6,35.6,17.9
Milkshake,215,10.5,63.2,45.2
Milk,299,47.2,27.3,41.2
Chips,399,22.5,59.5,11.6
Oats,368,23.4,40.8,2.1
Cookies,334,17.0,78.2,25.2
Coffee,87,24.8,83.7,48.8
Tomato,415,42.1,38.6,25.2
Apple,110,30.4,5.6,42.8
Coffee,265,38.4,17.0,18.4
Strawberry,94,30.3,81.7,28.2
Bread,586,19.6,21.8,7.2
Green Tea,178,19.1,71.4,29.2
Oats,500,12.1,61.6,17.5
Potato,485,26.4,53.9,48.7
Potato,383,30.3,85.7,46.6
Pasta,498,29.5,27.8,21.8
Rice,218,7.4,79.2,6.3
Popcorn,401,30.8,67.3,40.9
Broccoli,501,36.5,6.2,24.3
Cookies,514,46.6,93.5,38.1
Popcorn,266,26.6,46.5,29.3
Popcorn,520,12.8,54.4,30.5
Eggs,395,42.7,27.5,46.9
Green Tea,478,27.3,64.2,40.9
Bread,382,8.9,75.0,32.5
Milkshake,429,11.9,45.5,29.2
Water,355,16.8,76.5,41.9
Eggs,103,14.8,7.7,20.8
Butter,364,19.7,78.4,31.5
Cookies,326,13.8,84.7,47.4
Yogurt,242,34.3,56.7,8.9
Butter,497,25.2,27.7,27.4
Eggs,358,39.8,97.1,3.9
Butter,598,48.3,38.5,48.0
Beef Steak,433,39.3,39.7,9.7
Water,318,17.4,35.3,48.8
Broccoli,169,15.0,32.3,27.3
Coffee,200,35.3,50.5,48.9
Grapes,144,20.4,63.3,6.1
Milk,454,5.5,78.5,47.8
Yogurt,378,9.2,89.1,34.1
Chips,251,24.3,88.5,26.4
Cheese,264,37.4,88.1,46.0
Quinoa,276,40.7,90.9,46.3
Salmon,469,38.3,96.4,10.7
Grapes,168,1.3,89.4,27.3
Salmon,429,34.7,38.5,30.0
Potato,217,17.3,44.1,19.4
Grapes,453,15.9,23.2,7.2
Spinach,118,35.0,69.0,38.9
Tomato,147,12.4,23.4,42.3
Rice,529,29.7,41.2,34.3
Cheese,249,17.2,65.0,14.5
Eggs,125,35.9,22.0,47.9
Tomato,483,40.4,62.4,47.1
Salmon,64,13.6,76.2,18.0
Bread,586,30.0,37.0,30.0
Quinoa,331,9.1,75.7,16.1
Strawberry,202,48.0,12.4,42.8
Quinoa,156,43.7,40.7,42.7
Orange Juice,441,23.6,70.2,10.0
Apple,564,49.3,22.7,3.5
Salmon,309,3.3,37.3,3.0
Oats,261,35.4,31.8,3.4
Eggs,500,9.2,19.6,21.3
Potato,282,37.0,55.1,5.7
Potato,335,26.2,53.7,32.5
Broccoli,177,14.2,83.1,13.4
Chicken Breast,327,46.0,11.2,28.8
Oats,372,28.4,79.1,35.9
Cookies,76,9.6,85.0,16.3
Tomato,85,47.2,52.5,31.3
Orange Juice,398,1.1,52.3,32.5
Paneer,279,4.4,82.2,5.7
Cheese,509,23.2,94.1,38.4
Chicken Breast,440,50.0,87.3,45.3
Broccoli,150,42.0,18.1,39.5
Paneer,450,35.8,93.1,29.7
Broccoli,430,2.3,30.0,26.0
Quinoa,438,17.5,65.3,15.3
Coffee,314,10.9,90.8,11.4
Apple,341,17.2,42.1,49.9
Quinoa,523,14.0,30.4,42.0
Eggs,217,31.2,35.8,49.1
Pasta,97,7.2,34.1,6.9
Nuts,417,18.2,82.8,39.0
Milkshake,538,9.8,5.6,37.2
Pork Chop,290,10.3,69.2,22.4
Paneer,428,26.5,58.1,13.9
Strawberry,521,37.5,17.8,2.4
Banana,176,47.9,60.0,5.6
Apple,547,44.3,97.1,23.2
Eggs,455,23.0,14.0,16.3
Butter,469,38.1,26.2,14.4
Paneer,237,21.6,20.8,48.2
Rice,493,26.7,5.3,33.5
Apple,279,9.9,78.4,28.7
Chocolate,217,37.3,86.6,23.3
Nuts,53,14.7,95.7,18.3
Cookies,535,44.6,58.9,30.2
Paneer,144,45.7,19.0,48.5
Cheese,450,8.5,45.2,49.3
Chocolate,381,23.6,94.1,35.1
Milkshake,283,15.8,85.0,19.4
Quinoa,75,12.6,28.4,8.9
Cheese,395,24.1,7.6,13.1
Pasta,148,31.9,32.8,9.6
Yogurt,396,19.6,88.7,27.2
Nuts,154,31.1,47.6,38.5
Butter,267,30.4,44.9,18.0
Yogurt,547,11.4,54.0,24.4
Eggs,375,3.8,70.1,32.8
Yogurt,64,22.5,55.1,22.7
Butter,430,17.6,5.8,42.8
Popcorn,352,11.8,95.0,3.8
Eggs,381,18.9,10.4,5.0
Eggs,240,5.0,18.8,5.3
Chicken Breast,582,15.3,20.9,4.9
Yogurt,579,34.6,32.4,46.9
Coffee,351,1.7,73.5,42.6
Bread,480,11.4,69.7,28.2
Potato,147,28.0,89.4,1.3
Potato,562,18.8,28.4,37.4
Milkshake,278,40.4,50.1,45.9
Spinach,460,41.0,70.2,13.4
Chips,355,27.6,61.1,12.3
Nuts,197,41.0,54.3,17.8
Quinoa,100,45.8,29.1,34.2
Coffee,166,46.2,85.2,20.8
Broccoli,447,34.0,89.5,29.1
Chocolate,489,15.1,85.1,36.6
Potato,162,49.2,25.1,19.7
Chocolate,89,28.4,49.2,12.8
Grapes,556,38.0,43.9,39.0
Bread,227,24.3,97.9,46.9
Quinoa,80,39.2,82.4,24.6
Banana,284,25.4,6.8,35.6
Quinoa,147,38.6,43.9,20.0
Strawberry,153,24.1,98.2,4.0
Spinach,136,36.6,52.3,22.4
Pasta,518,10.4,63.3,13.7
Salmon,565,1.2,27.7,17.9
Pasta,376,8.5,15.1,11.5
Apple,401,12.6,57.7,36.7
Popcorn,137,2.2,56.4,22.6
Banana,281,6.8,10.2,41.2
Popcorn,261,3.1,63.0,41.5
Pasta,476,22.1,5.6,19.4
Orange Juice,535,33.4,81.4,9.8
Carrot,391,46.4,82.2,25.3
Milk,207,9.1,84.6,14.0
Pasta,320,29.2,50.0,36.3
Orange,383,42.9,72.7,43.0
Paneer,257,3.9,36.1,39.2
Pork Chop,69,29.4,58.3,7.6
Salmon,130,16.1,21.9,47.5
Milkshake,210,25.9,82.0,16.3
Butter,353,17.0,48.4,34.1
Grapes,179,8.7,78.8,32.4
Pasta,529,16.5,69.0,20.7
Tomato,222,24.3,35.2,29.2
Salmon,537,43.4,8.4,1.3
Water,481,9.7,45.0,6.0
Bread,340,37.2,32.1,6.2
Paneer,289,21.3,83.4,29.2
Nuts,466,8.7,25.6,32.8
Rice,524,14.1,10.3,43.7
Green Tea,276,16.3,29.6,24.8
Beef Steak,190,38.1,24.6,31.1
Orange,61,43.9,44.4,1.1
Green Tea,276,45.9,80.4,21.7
Orange Juice,61,17.9,39.3,18.3
Coffee,208,13.6,14.8,48.7
Bread,515,21.8,65.4,14.5
Quinoa,490,16.1,81.6,20.7
Spinach,236,44.1,89.3,11.3
Yogurt,455,11.3,6.8,16.3
Rice,120,30.8,11.4,26.0
Beef Steak,391,16.3,23.6,1.5
Pork Chop,165,8.0,59.2,36.8
Eggs,405,5.0,80.2,40.1
Paneer,459,40.0,90.4,18.0
Quinoa,576,16.6,89.0,24.2
Orange,452,19.9,24.7,14.2
Orange,592,8.7,61.2,45.2
Grapes,393,10.0,75.7,16.4
Milkshake,594,3.9,56.3,39.1
Nuts,361,13.2,32.4,37.2
Milkshake,384,9.3,13.8,5.9
Pork Chop,585,37.3,44.0,37.9
Oats,98,19.3,46.5,42.6
Bread,227,48.4,71.3,42.2
Orange Juice,215,25.5,20.8,45.5
Banana,456,12.2,73.3,10.7
Pasta,145,33.2,99.1,41.7
Chicken Breast,195,12.7,46.0,12.6
Broccoli,266,11.2,42.4,23.0
Chicken Breast,452,28.3,62.7,11.0
Water,438,26.8,78.4,21.9
Quinoa,309,25.1,92.0,14.0
Quinoa,51,38.1,31.0,4.6
Strawberry,495,5.9,93.9,8.9
Potato,518,39.8,52.7,37.9
Bread,558,18.3,81.6,16.5
Bread,502,33.0,64.8,36.3
Salmon,510,16.8,85.1,46.8
Popcorn,597,7.3,92.0,11.1
Pasta,50,10.3,93.7,37.6
Tomato,540,46.3,19.1,17.5
Quinoa,531,42.3,29.3,9.4
Broccoli,478,15.3,22.1,48.4
Chips,577,24.1,75.5,3.3
Strawberry,380,41.0,19.6,45.2
Nuts,383,6.2,8.0,30.5
Chicken Breast,343,37.2,79.3,44.7
Popcorn,72,22.5,88.0,13.3
Banana,290,3.3,49.3,27.5
Water,219,40.1,29.1,20.9
Cheese,203,2.0,97.4,32.8
Pork Chop,456,24.9,82.5,30.9
Chocolate,253,16.0,97.7,2.8
Quinoa,141,44.9,67.7,8.9
Potato,216,31.9,33.5,27.7
Pork Chop,320,24.2,93.2,30.6
Strawberry,403,1.4,65.8,18.4
Carrot,564,6.5,89.2,29.2
Cookies,159,39.6,61.1,37.9
Orange,307,17.3,58.2,12.6
Green Tea,405,46.4,49.7,32.9
Pork Chop,130,18.3,84.3,18.6
Milk,384,23.7,98.7,21.2
Yogurt,599,36.5,70.8,28.9
Green Tea,403,13.7,31.8,20.1
Green Tea,445,34.0,34.1,26.8
Cookies,543,25.4,74.9,1.8
Potato,538,5.8,8.2,6.8
Salmon,512,27.9,93.1,26.2
Orange Juice,446,47.0,91.5,1.5
Coffee,332,21.3,20.2,43.3
Coffee,208,10.1,75.1,26.9
Paneer,528,21.9,53.6,45.8
Water,146,21.9,56.6,47.1
Butter,141,7.4,95.6,31.2
Broccoli,376,45.6,57.9,6.8
Salmon,79,19.0,81.5,24.0
Cheese,499,8.6,97.1,4.9
Spinach,289,16.3,41.8,15.2
Milk,66,41.7,30.4,24.6
Coffee,188,2.3,90.7,7.1
Strawberry,199,2.7,43.6,46.5
Bread,270,22.7,75.6,46.8
Paneer,353,26.6,73.0,3.9
Carrot,576,40.9,72.2,47.5
Apple,371,36.3,53.5,2.1
Spinach,183,49.1,5.9,21.5
Chips,441,42.3,82.7,5.2
Coffee,209,2.0,89.3,2.9
Water,57,3.8,73.1,8.5
Milk,125,3.5,40.9,33.8
Rice,553,46.8,90.4,10.4
Yogurt,509,48.0,13.8,36.5
Strawberry,292,12.4,51.7,4.8
Eggs,293,24.5,99.3,19.6
Butter,594,42.5,42.5,10.7
Quinoa,345,29.8,49.6,22.7
Chicken Breast,226,22.7,87.4,10.1
Grapes,117,20.9,30.4,11.2
Water,314,2.9,81.9,44.3
Chocolate,79,43.4,23.0,26.8
Green Tea,427,24.3,98.2,2.1
Banana,267,29.6,89.4,2.6
Popcorn,422,48.0,32.2,32.8
Orange Juice,362,49.5,72.7,21.5
Yogurt,318,6.7,72.1,24.6
Popcorn,350,44.8,35.8,27.9
Apple,294,35.8,54.2,42.5
Apple,353,46.4,50.3,47.7
Spinach,416,37.2,25.5,26.2
Oats,227,15.2,29.2,30.6
Beef Steak,538,4.6,8.6,38.8
Rice,416,23.6,57.9,18.0
Nuts,327,20.1,87.8,26.7
Salmon,582,10.3,70.0,11.6
Milkshake,505,43.6,65.5,31.6
Rice,280,20.6,70.7,39.7
Salmon,522,11.1,60.8,38.7
Cheese,296,28.1,94.0,2.4
Pasta,587,45.2,15.1,42.7
Yogurt,228,38.3,64.5,3.3
Orange Juice,150,40.0,35.0,49.7
Spinach,259,45.6,42.9,17.6
Coffee,548,46.0,61.6,18.6
Popcorn,50,34.3,99.5,3.4
Water,154,26.0,78.1,28.9
Salmon,316,23.7,11.0,37.1
Salmon,364,33.8,88.6,8.6
Yogurt,221,7.7,33.6,27.6
Carrot,166,29.0,79.0,19.6
Green Tea,551,47.4,58.8,24.4
Chocolate,567,44.7,20.6,7.2
Chicken Breast,295,31.3,92.7,8.9
Quinoa,320,11.9,16.4,7.7
Milkshake,91,24.4,42.2,22.5
Grapes,378,20.9,11.1,25.1
Coffee,453,46.2,63.0,16.2
Milk,106,43.3,25.9,47.2
Chocolate,153,15.7,61.9,38.1
Grapes,158,42.0,36.4,43.8
Popcorn,509,33.8,67.9,26.9
Chicken Breast,328,1.8,39.8,7.1
Water,70,31.4,10.8,21.3
Nuts,373,1.2,6.4,32.0
Grapes,131,9.7,39.8,30.2
Strawberry,136,12.2,42.4,10.9
Spinach,534,34.2,30.8,19.6
Broccoli,75,17.3,42.5,6.6
Coffee,593,24.9,38.4,17.0
Potato,218,36.5,31.8,46.8
Pork Chop,182,48.4,11.9,26.9
Chocolate,127,37.1,24.9,13.7
Nuts,345,1.1,68.5,25.3
Chicken Breast,391,34.3,32.8,2.9
Coffee,439,19.0,10.1,8.4
Apple,124,10.4,96.8,42.6
Cheese,600,17.6,58.7,45.3
Chips,260,2.5,45.6,5.3
Bread,237,31.6,67.7,20.5
Spinach,388,24.4,27.5,25.2
Pork Chop,259,37.1,22.1,35.5
Oats,194,40.7,98.9,33.0
Broccoli,167,4.2,81.3,22.9
Green Tea,348,11.8,93.8,4.1
Yogurt,424,4.0,14.1,15.6
Rice,185,12.1,64.0,10.4
Grapes,301,44.0,6.4,12.6
Popcorn,406,27.2,6.5,32.3
Milk,84,47.0,93.0,34.7
Orange Juice,470,45.5,14.6,36.8
Grapes,162,25.7,35.7,6.3
Carrot,547,29.9,45.9,18.2
Oats,122,2.5,87.1,23.5
Tomato,507,13.9,12.8,26.7
Quinoa,199,3.2,68.7,36.2
Chicken Breast,269,35.7,28.1,34.7
Nuts,420,28.8,75.8,20.4
Orange Juice,576,44.2,25.2,9.7
Popcorn,141,43.2,59.4,14.7
Carrot,180,12.5,52.3,8.8
Chocolate,362,36.8,90.9,49.6
Chicken Breast,306,31.4,38.8,24.4
Nuts,117,22.6,67.0,5.1
Tomato,561,31.6,90.3,29.7
Chocolate,516,11.1,8.4,3.2
Green Tea,357,42.9,19.4,25.6
Coffee,600,24.4,79.3,5.7
Paneer,502,23.1,46.7,27.0
Coffee,341,27.9,32.1,7.9
Carrot,323,31.7,19.1,25.4
Coffee,173,31.5,15.9,19.7
Oats,450,31.1,12.9,19.0
Orange,391,17.8,17.0,11.2
Salmon,50,2.3,77.6,39.0
Milk,478,44.1,91.8,7.2
Tomato,285,37.3,88.8,42.0
Chicken Breast,166,47.3,58.6,49.5
Butter,461,3.5,66.2,23.6
Oats,426,38.2,15.8,6.0
Pork Chop,460,48.7,79.3,27.7
Coffee,70,1.6,44.1,30.8
Nuts,596,3.1,99.3,12.7
Broccoli,403,23.2,21.0,20.4
Quinoa,75,38.2,68.6,48.1
Popcorn,576,22.1,63.0,1.5
Paneer,225,21.0,49.7,47.8
Quinoa,240,16.5,43.2,23.9
Popcorn,595,14.5,37.3,20.4
Chicken Breast,54,12.0,27.2,18.2
Yogurt,72,18.6,52.1,43.7
Milkshake,465,44.4,63.7,49.3
Beef Steak,567,36.5,66.2,25.5
Popcorn,215,18.0,89.2,15.9
Orange,567,33.5,45.0,46.4
Orange Juice,502,23.7,11.2,4.8
Popcorn,474,14.0,7.9,33.3
Nuts,303,38.9,99.4,13.6
Paneer,397,48.5,74.7,46.8
Oats,101,8.8,34.9,37.2
Strawberry,338,35.9,19.8,18.3
Beef Steak,541,18.6,74.3,20.3
Green Tea,502,8.6,66.9,38.6
Milkshake,293,31.0,69.0,46.3
Water,164,41.8,23.9,38.6
Oats,161,18.1,72.8,35.4
Eggs,263,4.5,54.8,23.9
Broccoli,86,9.9,10.6,30.0
Grapes,564,16.4,87.9,7.8
Tomato,53,36.7,69.9,10.3
Water,389,16.1,57.6,34.7
Yogurt,594,9.1,16.6,2.1
Strawberry,198,34.1,17.4,20.9
Milk,494,42.7,31.9,30.5
Orange Juice,84,35.6,63.5,6.2
Potato,525,3.8,64.3,44.4
Chips,499,36.3,60.5,34.4
Strawberry,549,38.0,58.1,37.5
Coffee,371,27.1,33.6,28.9
Apple,436,45.5,26.9,5.5
Banana,298,17.5,73.8,19.5
Pork Chop,424,15.1,71.4,13.2
Nuts,202,5.2,41.0,23.5
Strawberry,406,47.6,68.4,1.7
Spinach,499,45.7,8.6,19.0
Grapes,120,42.4,75.7,3.8
Pasta,259,25.9,98.5,44.6
Beef Steak,452,2.9,67.5,20.1
Salmon,366,38.9,80.6,37.9
Rice,167,17.6,40.8,40.4
Potato,316,48.0,87.1,23.4
Coffee,334,35.1,74.3,34.4
Pork Chop,426,13.8,36.3,27.9
Milkshake,218,10.8,72.3,11.0
Banana,422,35.5,77.3,10.9
Orange Juice,244,4.7,41.9,5.0
Beef Steak,592,39.5,7.7,36.7
Rice,184,30.1,20.9,20.6
Green Tea,291,38.5,29.9,11.4
Tomato,557,31.8,90.3,7.4
Yogurt,413,2.3,24.4,32.9
Beef Steak,275,6.8,38.8,16.7
Orange,239,20.3,46.5,32.0
Spinach,326,32.9,85.6,3.3
Cookies,535,33.6,46.1,26.0
Pasta,401,28.7,95.1,25.4
Green Tea,425,46.9,57.0,44.9
Strawberry,103,16.8,11.9,45.2
Pork Chop,579,40.9,91.6,10.2
Coffee,407,17.9,65.1,4.7
Chocolate,385,30.6,29.8,12.6
Orange Juice,459,29.9,99.6,47.1
Cheese,230,2.3,99.8,26.3
Cheese,298,48.4,15.1,33.2
Milkshake,316,43.6,80.6,48.2
Salmon,562,26.0,87.2,25.6
Beef Steak,547,22.0,78.0,20.1
Spinach,166,20.5,17.6,23.4
Broccoli,215,20.0,47.3,41.6
Rice,101,37.6,46.0,15.6
Yogurt,437,5.6,68.6,1.6
Bread,522,15.6,65.5,8.1
Bread,68,20.6,72.3,26.6
Rice,555,1.9,69.2,8.6
Orange Juice,561,22.2,26.9,3.5
Grapes,233,21.4,95.7,37.7
Cookies,588,32.4,71.9,22.5
Pork Chop,470,26.7,48.7,20.3
Eggs,340,33.0,63.6,15.8
Cheese,303,25.9,29.7,8.7
Cheese,136,47.9,33.5,49.5
Water,189,27.9,89.5,46.4
Popcorn,243,3.1,15.6,31.7
Chicken Breast,89,2.4,56.5,16.4
Chicken Breast,326,10.7,25.2,38.6
Cookies,191,3.7,49.4,16.7
Milk,71,1.9,24.8,32.9
Orange Juice,313,38.4,43.1,38.2
Eggs,339,20.3,86.7,1.3
Yogurt,219,14.4,6.9,25.2
Grapes,357,37.6,51.8,43.0
Pork Chop,178,34.9,6.4,26.9
Tomato,457,47.0,92.4,47.7
Grapes,244,9.6,12.6,28.1
Banana,470,28.5,27.0,22.7
Milk,490,10.6,27.1,39.7
Green Tea,259,36.8,73.1,19.7
Coffee,303,10.1,84.0,7.1
Grapes,58,20.1,76.7,22.9
Potato,592,40.7,38.1,10.9
Butter,155,35.0,41.2,3.7
Quinoa,526,48.2,29.0,49.4
Grapes,537,22.8,35.3,22.7
Green Tea,180,49.6,31.9,19.0
Pork Chop,376,45.2,5.7,24.4
Eggs,356,43.2,39.8,2.3
Cookies,258,36.4,76.5,21.6
Apple,78,45.2,63.3,43.4
Coffee,566,21.7,84.9,40.8
Nuts,88,23.8,55.9,47.7
Strawberry,484,16.3,21.7,9.1
Coffee,425,17.7,96.4,29.0
Yogurt,588,41.0,51.5,7.0
Grapes,209,45.7,50.2,12.3
Cheese,416,11.2,48.9,29.7
Apple,538,40.6,87.5,24.4
Tomato,270,24.4,65.5,12.2
Apple,292,6.1,82.3,27.8
Pork Chop,522,23.5,47.3,21.7
Apple,61,8.6,17.6,31.0
Broccoli,575,20.7,41.8,25.0
Coffee,160,1.9,21.6,15.6
Popcorn,570,22.0,27.5,40.2
Popcorn,585,15.1,61.8,30.2
Paneer,495,39.6,77.3,15.5
Milk,72,18.6,74.5,20.6
Cheese,404,8.6,5.9,16.6
Orange Juice,204,40.4,72.8,39.0
Chips,426,24.3,58.3,9.1
Cheese,165,19.3,88.7,6.2
Salmon,574,9.9,88.5,27.4
Water,549,36.0,50.6,32.9
Oats,239,34.5,10.0,11.5
Milk,80,10.2,38.5,37.3
Orange,368,3.8,26.5,33.0
Pasta,561,7.7,49.7,34.7
Chips,276,16.3,68.3,9.4
Pasta,78,46.2,73.4,16.1
Grapes,467,22.2,94.7,15.5
Bread,573,22.7,9.5,42.1
Milkshake,459,46.7,5.1,17.7
Nuts,449,46.2,20.2,48.3
Broccoli,248,28.6,10.8,23.6
Oats,581,27.3,50.7,31.2
Cookies,457,40.4,75.5,20.0
Grapes,333,28.6,89.8,43.2
Tomato,311,9.1,46.5,6.8
Milkshake,447,14.1,72.2,44.9
Cheese,260,22.9,28.5,46.4
Milkshake,163,10.5,80.2,23.3
Spinach,370,44.1,43.5,43.2
Orange Juice,581,4.8,9.2,36.4
Coffee,164,9.9,61.1,24.7
Quinoa,512,47.9,54.6,44.4
Coffee,108,16.9,60.4,33.7
Paneer,133,17.8,40.5,11.5
Pork Chop,279,4.8,34.0,37.1
Chocolate,545,28.6,71.4,45.6
Cheese,68,30.8,13.5,47.3
Chocolate,258,24.1,37.7,35.4
Cookies,535,7.4,70.3,33.3
Apple,265,9.2,65.6,9.9
Chips,303,6.0,32.1,30.8
Popcorn,507,18.8,19.0,25.4
Quinoa,269,14.3,19.1,16.0
Rice,154,24.1,34.3,20.7
Spinach,587,49.5,60.5,32.8
Milk,235,11.8,52.5,29.0
Apple,116,44.6,5.7,18.6
Bread,320,9.0,80.4,7.0
Chicken Breast,147,36.0,53.6,31.4
Spinach,181,18.2,72.4,3.0
Bread,139,44.0,49.5,31.4
Strawberry,363,10.9,32.5,15.3
Nuts,348,25.2,63.9,39.1
Potato,374,26.8,9.1,34.3
Water,399,4.1,13.9,33.5
Green Tea,320,1.4,27.9,11.0
Paneer,477,11.1,41.7,3.3
Rice,502,7.0,34.6,19.9
Rice,204,11.2,15.0,36.1
Tomato,130,41.7,41.9,12.8
Broccoli,544,16.9,11.3,41.2
